Timestamp,What kind of user are you?,Where do you work?,What country are you in?,Are you part of the U.S. Exascale Computing Project (ECP)?,What are your primary application areas?,How did you find out about Spack?,How long have you been using Spack?,Have you contributed to Spack?,What version(s) of Spack do you use?,What OS do you use Spack on?,How many software installations have you done with Spack in the past year?,What Python version(s) do you use to run Spack?,How bad would it be if Spack dropped support for Python 2.6?,How bad would it be if Spack ONLY worked with Python 3?,How do you get installed Spack packages into your environment?,Which of the following Spack features do you use?,Which processors do you expect to use with Spack in the next year?,Which GPUs do you expect to use with Spack in the next year?,Which compilers do you expect to use with Spack in the next year?,"Rank these TBD Spack features by importance [New, backtracking concretizer]",Rank these TBD Spack features by importance [Use existing installs more aggressively],Rank these TBD Spack features by importance [Separate concretization of build dependencies ],Rank these TBD Spack features by importance [AWS/Azure/GCP/Cloud integration],"Rank these TBD Spack features by importance [Optimized, public binary packages]",Rank these TBD Spack features by importance [Better Developer features (easily develop multiple packages + 3rd party dependencies)],Rank these TBD Spack features by importance [Notifications about changes to my packages],Rank these TBD Spack features by importance [Build testing for every PR],"Rank these TBD Spack features by importance [Language virtual dependencies (e.g., depends_on(""cxx@2017:""))]",Rank these TBD Spack features by importance [Testing / integration with Pavilion2/ReFrame/other test tool],Rank these TBD Spack features by importance [Better compiler flag handling],Rank these TBD Spack features by importance [Windows Support],What features NOT in the prior list would you like to see?,"If we had a (virtual) workshop on Spack, would you attend? ",Have you done a Spack Tutorial?,How do you get help with Spack when you need it?,How often do you consult the Spack documentation?,"If there were commercial support for Spack, would you or your organization buy it?",How would you rate the overall quality of ... [Spack documentation],How would you rate the overall quality of ... [Spack community],How would you rate the overall quality of ... [Spack packages],How would you rate the overall quality of ... [Spack],Tell us briefly about your use case and your usual Spack workflow.,What about Spack helps you the most?,What are the biggest pain points in Spack for your workflow? (feel free to link to issues),What's the biggest thing we could do to improve Spack over the next year?,Are there key packages you'd like to see in Spack that are not included yet?,Do you have any other comments for us?
11/17/2020 21:31:14,Manager,Other Public Research Lab,Switzerland,No,"Traditional HPC / Simulation, Statistics / Data Analysis, Computer Science Research",Used at my site,1,No,0.15,SuSE,1 - 10,2.7,I'd live.  (I can provide 2.7 somehow),Do it!,Environment Modules (TCL modules),"spack containerize, Binary Caches, spack ci (generate GitLab Pipelines)","AMD, Intel",NVIDIA,"gcc, Intel Compilers, PGI, NVIDIA Compilers (new PGI), AMD aocc, nvcc",Somewhat important,Very Important,Somewhat important,Slightly Important,Very Important,Very Important,Very Important,Very Important,Very Important,Critical,Very Important,Slightly Important,,"Yes, I'd attend",Yes,"Documentation, Slack",Monthly,"Yes, definitely!",Good,Good,OK,Good,"Using Spack to build complex applications natively. Moving the the build into containers, if possible with Spack containerize.",Installing difficult software,failing to build even though the recipe was supposed to work,Ability to support feature change requests more actively.,"rather than key packages, reproducibility is crucial.",Thanks for the good work and dedicated support!
11/17/2020 21:31:53,All of the Above,Company,United Kingdom,No,Traditional HPC / Simulation,Word of mouth,0,Issues,develop,CentOS,10 - 100,3.7,Do it!,I'd live (I can provide Python 3 somehow),"spack load, Lmod, Environment Modules (TCL modules)","Module generation, Externals in packages.yaml","AMD, Intel",Intel,"gcc, Intel Compilers",Very Important,Very Important,Not Important,Not Important,Not Important,Not Important,Somewhat important,Critical,Not Important,Slightly Important,Not Important,Not Important,,Maybe,Yes,"Documentation, Slack",Weekly,Probably not,Bad,Excellent,Bad,Good,Installing HPC s/w not as root to test compiler/mpi toolchains/interconnect performance differences,,"- https://github.com/spack/spack/issues/16730
- https://github.com/spack/spack/issues/17791",Make the docs accurate for Lmod setup. Fix the problems with MKL/BLAS libraries in dependencies,WRF but I know this is hard!,
11/17/2020 21:32:36,Scientist/Researcher,Other Public Research Lab,Germany,No,Traditional HPC / Simulation,Word of mouth,0,No,0.15,"Red Hat, CentOS, Ubuntu",1 - 10,3.7,I'd live.  (I can provide 2.7 somehow),Do it!,"Spack environments, Lmod, Environment Modules (TCL modules)","Environments, Module generation, Chaining, Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel, ARM",NVIDIA,"gcc, Intel Compilers, NVIDIA Compilers (new PGI), nvcc, XL, armclang",Somewhat important,Very Important,Somewhat important,Not Important,Not Important,Very Important,Very Important,Somewhat important,Somewhat important,Not Important,Very Important,Not Important,,"Yes, I'd attend",No,"Documentation, Slack, Coworkers",Weekly,Probably,OK,Good,Excellent,Excellent,,,,,,
11/17/2020 21:33:11,Scientist/Researcher,Company,United States,No,Traditional HPC / Simulation,Word of mouth,1,No,develop,"macOS, CentOS, Ubuntu, Debian, Amazon Linux",100 - 200,"2.7, 3.5, 3.6, 3.7",Do it!,I'd live (I can provide Python 3 somehow),"spack load, Spack environments, Environment Modules (TCL modules)","Environments, Module generation, spack external find, Externals in packages.yaml","AMD, Intel, ARM","NVIDIA, AMD","gcc, Intel Compilers, NVIDIA Compilers (new PGI), LLVM, AMD aocc, nvcc, NAG, armclang",Slightly Important,Somewhat important,Slightly Important,Somewhat important,Slightly Important,Slightly Important,Not Important,Very Important,Very Important,Not Important,Very Important,Not Important,List what packages have been loaded already via `spack load`,"Yes, I'd attend",Yes,Documentation,Weekly,Probably not,Excellent,Good,Good,Excellent,Building benchmarks,Dependency management and compiler integration,,,,
11/17/2020 21:33:48,Software Developer,DOE/Office of Science Lab (ORNL/ANL/LBL),United States,Yes,Traditional HPC / Simulation,Presentation,0,No,"0.12, 0.10","macOS, CentOS, Ubuntu",1 - 10,2.7,Do it!,I'd live (I can provide Python 3 somehow),"spack load, Spack environments",Environments,"AMD, Intel","NVIDIA, AMD, Intel","gcc, Intel Compilers, NVIDIA Compilers (new PGI), nvcc",Not Important,Somewhat important,Slightly Important,Not Important,Slightly Important,Somewhat important,Slightly Important,Slightly Important,Somewhat important,Not Important,Somewhat important,Not Important,glossary of terms,No,No,Documentation,Yearly,No,Bad,OK,OK,OK,,,,,,
11/17/2020 22:15:07,Scientist/Researcher,University HPC/Computing Center,United States,Yes,Traditional HPC / Simulation,Word of mouth,0,"Packages, Slack Discussions","0.14, 0.15","macOS, Red Hat, Ubuntu",100 - 200,3.7,Do it!,Do it!,"spack load, spack setup","Environments, build-env (debug a build), Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel, IBM Power","NVIDIA, AMD, Intel","gcc, Intel Compilers, Intel OneAPI / dpc++, PGI, NVIDIA Compilers (new PGI), LLVM, AMD hipclang, nvcc, XL, CCE (Cray Compilers)",Very Important,Very Important,Very Important,Not Important,Not Important,Very Important,Somewhat important,Slightly Important,Slightly Important,Not Important,Not Important,Not Important,"Better support cmake (ie, `spack setup` without requiring additional environment modifications, wrapped compilers etc)",Maybe,No,"Documentation, Slack, Source Code",Weekly,No,Good,OK,OK,OK,"I'm developing science codes. Spack is good for installing dependencies, but it's less targeted at a developer workflow, ie, frequent rebuilds that I trigger myself. `spack dev-build` is awkward to use for everyday use, and `spack setup` is deprecated and has some problems, but still my preferred option. Setting up an environment independently of what I already set up in my package.py file leads to duplication and inconsistencies.",,"A lot of the time, something doesn't work out of the box. That includes problems in packages, as well as the concretizer not solving solvable configurations (e.g., one package depends on hwloc, which makes it default to current 2.x, the other depends on < 2.0 -> error). python2 and python3 in the same (actual or bundle-) package is not possible.
In addition, spack unnecessarily reinstalls stuff that doesn't actually need redoing. Making cmake 3.17.4 available means everything previous installed with cmake 3.17.3 will now be rebuilt.","Besides the pain points above, support for additional repos (e.g. directly via github url). More generally, it'd be nice to separate the package repos from the rest of spack's development.",,"While I clearly have some criticism, I do consider spack to be a rather valuable tool, even more so if I could get more collaborators to use it, too."
11/17/2020 22:12:20,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,Traditional HPC / Simulation,Tutorial,2,Packages,0.13,Red Hat,1 - 10,2.7,I'd live.  (I can provide 2.7 somehow),I'd live (I can provide Python 3 somehow),Environment Modules (TCL modules),"Environments, Module generation, spack containerize, build-env (debug a build), Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel, IBM Power, ARM","NVIDIA, AMD, Intel","gcc, Intel Compilers, NVIDIA Compilers (new PGI), nvcc, XL, CCE (Cray Compilers)",Slightly Important,Very Important,Critical,Not Important,Slightly Important,Not Important,Not Important,Somewhat important,Slightly Important,Not Important,Very Important,Somewhat important,"Avoid having to rebuild and install packages like cmake, python, perl, ninja, etc. for every compliler.",Maybe,Yes,"Documentation, Slack, Email",Weekly,No,OK,OK,Bad,Bad,"We want to be able to install a stack of software stating with compilers and MPI on some systems (and using pre-installed compilers and MPI on other systems) and then installing tools like CMake, Python, and Pearl and then a bunch of libraries with and without MPI for many different permutations of compilers and MPI and versions.   And for there to be logically named environment modules for those packages.",The hope that it will address our use cases in the future more seamlessly.,"Build failures for obscure packages Spack is trying to build that are already installed on most Linux distributions; struggling to get spack to build just one version of BLAS, MPI; avoid rebuilding and installing packages like CMake, Python, Pearl, Ninja, etc. over and over again for every compiler; better support Clang + gfortran compiler sets; don't write into home directory; make state more obvious; make it easier to produce the modules with the names that you want and make sense, don't even try to go out to the internet to get source if I am providing a source repository of tarballs.  I actually failed to be able to get Spack to work for our use cases after months of work.",Improve basic robustness of cloning and running Spack to build a known good set of versions of common HPC packages on many platforms.,,Focus on basic stability and robustness before spending lots of time on fancy features that may projects don't need.
11/17/2020 21:35:54,Scientist/Researcher,DOE/Office of Science Lab (ORNL/ANL/LBL),United States,Yes,Computer Science Research,Presentation,2,Issues,"0.14, 0.15",macOS,10 - 100,3.7,I'd live.  (I can provide 2.7 somehow),I'd live (I can provide Python 3 somehow),"Lmod, Environment Modules (TCL modules)","Module generation, build-env (debug a build), Externals in packages.yaml","AMD, Intel, IBM Power, ARM","NVIDIA, AMD","gcc, Intel Compilers, PGI, LLVM, nvcc, XL",Somewhat important,Slightly Important,Somewhat important,Slightly Important,Somewhat important,Somewhat important,Slightly Important,Slightly Important,Somewhat important,Slightly Important,Somewhat important,Slightly Important,,"Yes, I'd attend",No,"Documentation, Slack",Monthly,Probably not,Good,Good,OK,Good,,,,,,
11/17/2020 21:36:32,Scientist/Researcher,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,Traditional HPC / Simulation,Word of mouth,1,"Packages, Slack Discussions","0.14, 0.15","macOS, Red Hat, SuSE","> 1,000",3.8,Do it!,Do it!,"Lmod, Environment Modules (TCL modules)","Environments, Module generation, Chaining, Stacks (matrices in environments), Binary Caches, spack-python (Python scripting), Externals in packages.yaml, spack ci (generate GitLab Pipelines)","Intel, IBM Power, ARM",NVIDIA,"gcc, Intel Compilers",Critical,Critical,Slightly Important,Not Important,Somewhat important,Slightly Important,Not Important,Somewhat important,Somewhat important,Very Important,Very Important,Not Important,"Improved concretizer for better dependency graph, parallel builds","Yes, I'd attend",Yes,"Documentation, Coworkers",Daily,Probably not,Good,Good,Good,Good,"Distributed build system with Spack environments, spack mirror creation, spack install, spack buildcache create, spack buildcache install, Python scripting",Build instructions for every package I've ever needed,"parallelism, determining the optimal dependency+variant combination to reduce build size",concretizer,,Keep up the great work.
11/17/2020 21:37:13,User Support Staff,DOE/Office of Science Lab (ORNL/ANL/LBL),United States,Yes,"Traditional HPC / Simulation, Statistics / Data Analysis, AI/ML, Computer Science Research, Bioinformatics, High Energy Physics, Compiler Testing",Word of mouth,2,"Packages, Documentation, Slack Discussions","0.14, 0.15, develop",SuSE,100 - 200,"3.6, 3.7",Do it!,Do it!,Environment Modules (TCL modules),"Environments, Module generation, spack ci (generate GitLab Pipelines)","AMD, Intel","NVIDIA, Intel","gcc, Intel Compilers, Intel OneAPI / dpc++, NVIDIA Compilers (new PGI), LLVM, CCE (Cray Compilers)",Very Important,Critical,Slightly Important,Slightly Important,Somewhat important,Slightly Important,Somewhat important,Critical,Somewhat important,Very Important,Somewhat important,Not Important,Automate module load testing using Lmodule http://lmodule.rtfd.io/,"Yes, I'd attend",Yes,"Documentation, Slack",Daily,Probably not,Excellent,Excellent,Good,Good,Install E4S stack  at the DOE facilities,Automate software build & install process for HPC cluster. ,"Output of spack concretize (https://github.com/spack/spack/issues/18588), The spack configuration scopes are confusing when troubleshooting issues the command like spack config blame config is useful when troubleshooting, however i would like to see all spack configuration moving towards spack environment file (spack.yaml) this simplifies the process. ","Build lots of buildcaches for each site to speed up builds. It could be nice to have a cloud repository could be AWS, GCP, where spack host all the buildcaches. The buildcaches can be generic for target architectures (x86_64, ppc64) for os (rhel, centos, ubuntu). If other facilities want to share buildcache we can have a separate repository to host facility specific build-caches.

If sites update the buildcache (i.e add new packages) there should be a spack command to allow user to register and update the buildcache on the cloud. The users would benefit from the build cache and other sites could leverage other sites buildcache to build software. ",,
11/17/2020 21:37:52,Software Developer,DOE/Office of Science Lab (ORNL/ANL/LBL),United States,Yes,Bioinformatics,Used at my site,1,No,0.15,"macOS, Red Hat, CentOS, Ubuntu, Debian, Amazon Linux",1 - 10,3.7,Do it!,Do it!,Environment Modules (TCL modules),Module generation,"AMD, Intel, IBM Power","NVIDIA, AMD, Intel","gcc, Intel Compilers, NVIDIA Compilers (new PGI), LLVM",Not Important,Very Important,Slightly Important,Somewhat important,Critical,Very Important,Somewhat important,Very Important,Very Important,Not Important,Very Important,Not Important,better hpc support,Maybe,Yes,Documentation,Yearly,Probably not,OK,OK,OK,OK,,,,,,
