Timestamp,What kind of user are you?,Where do you work?,What country are you in?,Are you part of the U.S. Exascale Computing Project (ECP)?,What languages do you primarily program in?,What are your primary application areas?,How did you find out about Spack?,How long have you been using Spack?,Have you contributed to Spack?,What version(s) of Spack do you use?,What OS do you use Spack on?,How many software installations have you done with Spack in the past year?,What Python version(s) do you use to run Spack?,How bad would it be if Spack dropped support for Python 2?,How do you get installed Spack packages into your environment?,Which of the following Spack features do you use?,Do you have local Spack package repositories?,Do you have any local modifications to Spack itself?,Which processors do you expect to use with Spack in the next year?,Which GPUs do you expect to use with Spack in the next year?,Which compilers do you expect to use with Spack in the next year?,Rank these TBD Spack features by importance [Better error messages],Rank these TBD Spack features by importance [Compilers as proper dependencies],"Rank these TBD Spack features by importance [Separate concretization of build dependencies (build build tools with gcc/clang, not fancy compilers)]","Rank these TBD Spack features by importance [Optimized, public binary packages]",Rank these TBD Spack features by importance [Build testing for every PR],"Rank these TBD Spack features by importance [Language virtual dependencies (e.g., depends_on(""cxx@2017:""))]",Rank these TBD Spack features by importance [Testing / integration with Pavilion2/ReFrame/other test tool],Rank these TBD Spack features by importance [Better compiler flag handling],Rank these TBD Spack features by importance [Windows Support],Rank these TBD Spack features by importance [Autodetection of system packages],Rank these TBD Spack features by importance [Performance/speed improvements],Rank these TBD Spack features by importance [More reproducibility for environments],Rank these TBD Spack features by importance [Better GPU compiler support],Rank these TBD Spack features by importance [Generate GitHub Actions pipelines + build caches],Rank these TBD Spack features by importance [More developer features],What features NOT in the prior list would you like to see?,"If we had a (virtual) Spack user meeting, would you attend? ",Have you done a Spack Tutorial?,How do you get help with Spack when you need it?,How often do you consult the Spack documentation?,"If there were commercial support for Spack, would you or your organization buy it?",If there were a software foundation (ala Linux Foundation or CNCF) around Spack would it make you more likely to use/recommend Spack?,How would you rate the overall quality of ... [Spack documentation],How would you rate the overall quality of ... [Spack community],How would you rate the overall quality of ... [Spack packages],How would you rate the overall quality of ... [Spack],Tell us briefly about your use case and your usual Spack workflow.,What about Spack has helped you the most in the past year?,What are the biggest pain points in Spack for your workflow? (feel free to link to issues),What's the biggest thing we could do to improve Spack over the next year?,Are there key packages you'd like to see in Spack that are not included yet?,Do you have any other comments for us?,
1/7/2022 8:17:11,Data Scientist,University research group,United States,No,"Python, R","Traditional HPC / Simulation, Bioinformatics",Search,0,No,0.17,Ubuntu 20,10 - 100,3.1,I'd live (I can provide Python 3 somehow),Lmod,"Module generation, New concretizer (clingo)",Yes -- just one,No,Intel,AMD MI200,"gcc, Intel Compilers, Intel OneAPI / dpc++",Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Slightly Important,Not Important,Slightly Important,Not Important,Very Important,Somewhat important,Slightly Important,Slightly Important,Not Important,Not Important,A really good tutorial that is easy to find that takes you through some advanced stuff and an obvious way to introduce your own packages. Currently mine sit in the main space package area,Maybe,Yes,"Documentation, Slack, spack help",Weekly,No,Probably,OK,Good,Good,Good,It’s used to keep multiple versions of software running in parallel for one user. ,I set up my own server with lmod real fast,When using build optimizations (like Python) it causes Python to get rebuilt when I install something that depends on Python since the spec has a difference in optimization ,,"I have one for Cell Ranger by 10x, I haven’t done a PR because I don’t know if it would fit. Let me know",,
1/7/2022 8:35:24,Software Developer,Company,United States,Yes,"C++, Python","Traditional HPC / Simulation, Visualization",Used at my site,4,"Packages, Core Features, Documentation, Slack Discussions, GitHub Discussions, Issues, Tools/integrations",develop,"RHEL 7, RHEL 8, CentOS 7, CentOS 8, Ubuntu 18, Ubuntu 20, SLES15, openSuSE, Fedora, Cray XC",10 - 100,"3.6, 3.7, 3.8, 3.9",Do it!,"spack load, Lmod, Environment Modules (TCL modules), Containers","Environments, Module generation, Chaining (upstreams), Stacks (matrices in environments), Build caches (binary packages), build-env (debug a build), Python extensions (link python packages into interpreter prefix), Externals in packages.yaml, Concretization preferences in packages.yaml, spack ci (generate GitLab Pipelines), New concretizer (clingo), spack develop, spack load",No,No,"AMD, Intel, IBM Power, ARM","NVIDIA T4, NVIDIA Volta, NVIDIA Ampere, NVIDIA Other, AMD MI100, AMD MI200, AMD Other, Intel Xe (Ponte Vecchio)","gcc, Intel Compilers, Intel OneAPI / dpc++, NVHPC (new NVIDIA PGI compilers), LLVM, AMD ROCmCC / hipcc, nvcc (CUDA), IBM XL, CCE (Cray Compilers), Fujitsu Compilers, armclang",Critical,Very Important,Critical,Slightly Important,Critical,Slightly Important,Not Important,Somewhat important,Slightly Important,Slightly Important,Slightly Important,Critical,Critical,Critical,Critical,A way to propagate common variant values through the entire dag,"Yes, I'd present something!",Yes,"Documentation, Slack, GitHub, Source Code",Weekly,No,Probably,Good,Good,Bad,Good,,,"Spack allows for so much flexibility that different packages often solve the same problem different ways based on developer or reviewer preference, mostly unnecessarily.  Established best practices and packaging guidelines would help create consistency with deviations needing to be justified.",Significantly simplify chaining to allow users to easily use their own spack trees to extend a system wide spack installation.,,,
1/7/2022 9:10:46,Computational Scientist,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,"Fortran, C, C++","Traditional HPC / Simulation, Computer Science Research",Presentation,5,Packages,develop,"macOS, RHEL 7, CentOS 8, Ubuntu 20",10 - 100,"2.7, 3.7, 3.8, 3.9",I'd live (I can provide Python 3 somehow),spack load,"Externals in packages.yaml, Concretization preferences in packages.yaml, spack load",Yes -- several,No,"AMD, Intel, IBM Power, ARM","NVIDIA Volta, NVIDIA Ampere, AMD MI100, AMD MI200, Intel Xe (Ponte Vecchio)","gcc, Intel Compilers, Intel OneAPI / dpc++, PGI, NVHPC (new NVIDIA PGI compilers)",Somewhat important,Somewhat important,Slightly Important,Slightly Important,Very Important,Very Important,Not Important,Somewhat important,Not Important,Very Important,Very Important,Somewhat important,Somewhat important,Not Important,Not Important,,Maybe,Yes,"Documentation, Slack",Weekly,Probably not,Probably not,Good,Excellent,Good,Good,,,Time it takes to do a spack build. It can take an hour and then fail. So then I have to try something else and it fails again. So more robust and faster package builds would be helpful.,,,,
1/7/2022 9:19:08,Scientist/Researcher,University research group,United States,Yes,"C, C++, Python, sh/bash/other shell script, Java",Computer Science Research,Used at my site,5,"Packages, Slack Discussions, GitHub Discussions, Issues",develop,"RHEL 7, RHEL 8, CentOS 7, CentOS 8, Ubuntu 20, openSuSE, Windows Subsystem for Linux (WSL), Cray XC, Cray EX, Cray XT","500-1,000","2.7, 3.7, 3.8",Do it!,"spack load, Spack environments, Lmod, Environment Modules (TCL modules), Containers","Environments, spack containerize, Stacks (matrices in environments), Build caches (binary packages), spack external find, Externals in packages.yaml, New concretizer (clingo), spack test, spack load",No,No,"AMD, Intel, IBM Power, ARM","NVIDIA T4, NVIDIA Volta, NVIDIA Ampere, NVIDIA Other, AMD MI100, AMD MI200, AMD Other, Intel Xe (Ponte Vecchio)","gcc, Intel Compilers, Intel OneAPI / dpc++, NVHPC (new NVIDIA PGI compilers), LLVM, AMD ROCmCC / hipcc, nvcc (CUDA), IBM XL, CCE (Cray Compilers)",Somewhat important,Very Important,Slightly Important,Somewhat important,Slightly Important,Somewhat important,Very Important,Somewhat important,Slightly Important,Very Important,Somewhat important,Somewhat important,Critical,Somewhat important,Slightly Important,,"Yes, I'd attend",Yes,"Documentation, Slack, GitHub, spack help, Source Code",Monthly,Probably not,Probably not,Good,Excellent,Good,Excellent,Testing lots of packages in a variety of environments.,I can get real work done while Spack handles builds in the background.,The use of .spack in the home directory breaks things for us often. Please turn this off by default or provide an easy and persistent wany for us to do so.,Better/automatic management of gpu compilers and facility provided externals,,,
1/7/2022 9:22:26,Software Developer,University research group,United States,Yes,"C, C++, sh/bash/other shell script",Traditional HPC / Simulation,Word of mouth,4,Packages,develop,"RHEL 7, RHEL 8, CentOS 7, CentOS 8, SLES15, Fedora",10 - 100,3.6,I'd live (I can provide Python 3 somehow),"spack load, Lmod, Environment Modules (TCL modules)","Module generation, build-env (debug a build), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo), spack load",No,No,"AMD, Intel, IBM Power, ARM","NVIDIA T4, NVIDIA Volta, AMD MI100, AMD MI200, Intel Xe (Ponte Vecchio)","gcc, Intel OneAPI / dpc++, LLVM, AMD ROCmCC / hipcc, nvcc (CUDA)",Very Important,Slightly Important,Very Important,Slightly Important,Somewhat important,Somewhat important,Slightly Important,Very Important,Not Important,Somewhat important,Somewhat important,Slightly Important,Very Important,Somewhat important,Somewhat important,better explanation when clingo fails to concretize,"Yes, I'd attend",Yes,"Documentation, Slack, GitHub, Source Code",Weekly,Probably,Probably not,Good,Excellent,Good,Good,use spack to build prereqs for my app,support on slack is excellent,"1. random strange failures from users when it works Ok for me
2. clingo fails to concretize with no explanation of why",improve explanation when clingo fails,,,
1/7/2022 10:17:15,User Support Staff,University HPC/Computing Center,United States,No,"Python, sh/bash/other shell script, Lua","Traditional HPC / Simulation, Statistics / Data Analysis, AI/ML, Bioinformatics, Visualization",Presentation,0,"Slack Discussions, GitHub Discussions, Issues","0.17, develop","CentOS 7, Ubuntu 20","500-1,000","3.8, 3.9",Do it!,"spack load, Spack environments, Lmod, Containers","Environments, Module generation, Stacks (matrices in environments), Concretization preferences in packages.yaml, New concretizer (clingo)",No,No,"AMD, Intel","NVIDIA Volta, NVIDIA Ampere","gcc, Intel Compilers, Intel OneAPI / dpc++",Very Important,Critical,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not Important,Very Important,Not Important,Somewhat important,Not Important,Critical,Somewhat important,Slightly Important,Slightly Important,,"Yes, I'd present something!",Yes,"Documentation, Slack, GitHub",Daily,Probably,Probably,Good,Good,Good,Excellent,"Currently, trying to build a great big, multi-platform, multi-compiler, multi-MPI SW stack. Basically a NetCDF stack for (AMD, Skylake, x86_64) x  (gcc, intel) x (mpich, openmppi).","General concept. There are still lots of bugs, but it is a promising platform to build a comprehensive SW stack.","Buggy compiling. Compilers are a problem; it would be nice if compilers were not so distinct from ""packages."" The (apparent?) distinction between the gcc package and gcc compilers makes it difficult to write a reproducible environment or push-button (to install) stack. Basically, I feel that if I do `spack install gcc@11.2.0` I should be able to immediately do `spack install [something] %gcc@11.2.0` I think ""config: install_missing_compilers: true"" is supposed to do this (???) but it does not always work. ",clean up the compilers-package bit.,,"Generally, I love what you're doing. As I come to better understand how all of this works, I hope to start making contributions. Thanks for your work!",
1/7/2022 10:31:20,Manager,University HPC/Computing Center,United States,No,"Fortran, C, C++, Python","Traditional HPC / Simulation, Computer Science Research, Bioinformatics, High Energy Physics, Compiler Testing",Word of mouth,2,"GitHub Discussions, Issues","0.16, 0.17",CentOS 8,10 - 100,"3.7, 3.8, 3.9",Do it!,"Lmod, Containers","Module generation, Chaining (upstreams), Externals in packages.yaml, Concretization preferences in packages.yaml, Distributed Builds (srun/mpirun spack install), New concretizer (clingo)",Yes -- several,No,"AMD, Intel","NVIDIA Volta, NVIDIA Ampere, AMD MI200","gcc, Intel Compilers, Intel OneAPI / dpc++, NVHPC (new NVIDIA PGI compilers), AMD ROCmCC / hipcc, nvcc (CUDA)",Somewhat important,Critical,Very Important,Not Important,Very Important,Somewhat important,Slightly Important,Somewhat important,Not Important,Slightly Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,,"Yes, I'd attend",Yes,"Documentation, Mailing List, Coworkers, GitHub, Source Code",Monthly,Probably not,Probably,Good,OK,Bad,Good,Build packages for loading by LMod,Improvements in reliability of available packages ,Inability to migrate versions of Spack without totally rebuilding everything ,"Make migration of versions more seamless (e.g., create a “spack update” for both the infrastucture and built versions.)",,,
1/7/2022 11:37:49,Scientist/Researcher,University research group,United States,No,"Python, Julia, sh/bash/other shell script",Traditional HPC / Simulation,Word of mouth,0,No,0.16,"macOS, CentOS 7, openSuSE",10 - 100,3.6,Do it!,"spack load, Spack environments","Environments, Module generation, Chaining (upstreams), Stacks (matrices in environments), build-env (debug a build), spack load",Yes -- just one,No,"AMD, Intel","NVIDIA T4, NVIDIA Other","gcc, Intel Compilers, NVHPC (new NVIDIA PGI compilers)",Somewhat important,Somewhat important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Somewhat important,Not Important,Somewhat important,Very Important,Slightly Important,Very Important,Slightly Important,Slightly Important,"Better support for multi-user installs (), Fix symlinked directories: (https://github.com/spack/spack/issues/19531#issuecomment-792290335)",Maybe,Yes,Documentation,Weekly,Probably not,Probably,OK,Good,Good,Excellent,"We use spack to allow allow users to manage their own software installs, as well as, provide a base set of software that the can use or build against","Ease of installing software, environments",File locks in a multi-user environment with a single spack binary,Support for multi-user setup: https://github.com/spack/spack/pull/11871,"Better support for Julia and Julia packages like CUDA, MPI, libblastrampoline that link against installed software","Spack is truly amazing, thank you for all the hard work!!",
1/7/2022 11:59:20,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,"C, C++, Python, Lua","Traditional HPC / Simulation, High Energy Physics",Used at my site,3,Packages,"0.17, develop","macOS, RHEL 7",10 - 100,"3.7, 3.8, 3.9",Do it!,Spack environments,"Environments, Build caches (binary packages), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, Distributed Builds (srun/mpirun spack install), New concretizer (clingo), spack develop",Yes -- several,No,"AMD, Intel, IBM Power, ARM","NVIDIA Volta, AMD MI200","gcc, Intel Compilers, LLVM, AMD ROCmCC / hipcc, nvcc (CUDA), IBM XL, CCE (Cray Compilers)",Somewhat important,Not Important,Not Important,Not Important,Slightly Important,Slightly Important,Not Important,Very Important,Not Important,Somewhat important,Very Important,Somewhat important,Very Important,Not Important,Not Important,,Maybe,No,"Documentation, Coworkers",Monthly,Probably,Probably,Excellent,Excellent,Good,Excellent,,,,,,,
1/7/2022 12:17:11,"SE, managing RSEs",Private Research Lab,United States,No,"C++, Python, sh/bash/other shell script, Java","Traditional HPC / Simulation, AI/ML, Computer Science Research, Web applications, Compiler Testing, Visualization",Used at my site,1,"Slack Discussions, Issues, suggested bugfix","0.16, 0.17, develop, custom fork","macOS, Ubuntu 18, Ubuntu 20, Linux flavors of all kinds",10 - 100,"3.6, 3.7, 3.8, 3.9",Do it!,"spack load, Lmod","Module generation, Chaining (upstreams), Build caches (binary packages), Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo), spack install --reuse, spack load, spack spec",Yes -- several,No,"AMD, Intel, IBM Power","NVIDIA Volta, AMD MI100","gcc, AMD ROCmCC / hipcc",Very Important,Slightly Important,Slightly Important,Very Important,Somewhat important,Not Important,Not Important,Somewhat important,Not Important,Somewhat important,Somewhat important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,package specs distributed and versioned separately from spack itself ,"Yes, I'd attend",Yes,"Documentation, Slack, Coworkers, Source Code",Monthly,Probably,Probably,OK,OK,OK,Good,"Trying to maintain the readiness of research software on various national lab machines, and our own hosts.  At the moment that's just one CFD app, but trying to get to M apps on N platforms.  Biggest impediment is non-technical - can't seem to drive Spack adoption by the CFD app owners.  And since Spack would potentially use different versions of libs, different compiler switches, etc. and since those differences might impact results, having an RSE use Spack after the fact is an untenable position for a support RSE to be in, and thus we had to walk away from Spack, for these non-technical reasons.  ","Being able to install the vast array of dependencies my app depends upon.  Prior to Spack there would be much downloading and cmaking before being able to say ""make my app"".  With spack bin reuse I hope that eventually gets even easier, but unfortunately our app also needs to mature to use more recent dependent libs in order to take advantage.  Being able to use Spack to try different compilers, different implementations of mpi, alternate versions of packages simply by specifying the proper ^ and @ syntax... awesome.  ","As Spack comes from the national labs, and since its widely quoted among the ECP software projects as one which might actually live on beyond the ECP itself, why is it not more central to the installations on for example Summit (I have to git clone Spack on Summit?), or Perlmutter (why was Spack not one of the first things installed and working... when I first tried Spack on Perlmutter the Spack software didn't recognize the Perlmutter architecture and resulted in immediate bugfix.)  When the labs aren't seen as getting behind the Spack software project, why then should others adopt?  Makes the internal discussion / argument even more challenging...","Make it an integral part of the national lab computing experience, widely communicated beyond DevOps heads like me direct to the scientists-cum-programmer.  ","Yeah, can you get the CGNS people to support a library from 10 years ago so my lazy programmers don't have to update?  8-)","Spack is great, but its value proposition isn't well understood by folks who aren't hands on with it.  How do I explain for example to the CTO who asks ""isn't this just another package manager?""  Is it ""not just for HPC anymore""?  What would integration with some of those other package managers look like?",
